UniProtIDs	PubChemCIDs	Labels	Predictions
O00311	75297713	9.3686	8.9325
O00311	75297716	6.6162	6.9926
O00311	77546630	7.3372	7.6043
O00311	77546691	7.0315	7.5232
O00311	77546712	6.3872	7.0146
O00311	77546747	6.0000	6.9400
O00311	77546892	7.4685	7.3748
O00311	77546911	8.7212	8.6110
O00311	77546952	7.8861	8.1082
O00311	77546983	7.8239	7.5910
O00311	77547022	6.3665	7.4722
O00311	77547144	6.7447	7.4971
O00311	77547149	6.0088	6.8937
O00311	77547197	6.3010	7.1248
O00311	77547231	9.0706	8.3605
O00311	77547425	6.9208	7.2338
O00311	77584936	6.6576	7.0111
O00311	77585239	6.9208	7.3842
O00311	77585248	9.3010	8.6993
O00311	77585709	6.4685	7.3435
O00311	77585717	7.4318	7.7087
O00311	77585783	7.4202	7.6685
O00311	77585872	7.0910	7.3323
O00311	77586169	7.3872	7.6295
O00311	77586195	6.3107	7.0863
O00311	77586219	6.7447	7.2361
O00311	77586232	6.6383	7.1864
O00311	77586324	7.4318	7.6157
O00311	77586333	6.4559	7.1185
O00311	77586515	7.6990	7.8432
O00311	77586731	8.0862	7.8550
O00311	77587070	7.3979	7.2445
O00311	77587075	6.1669	6.8734
O00311	121225849	7.2815	7.2184
O00311	121225850	7.8962	7.6678
O00311	121225853	8.1135	7.7830
O00311	121225854	7.8239	7.7302
O00311	121225855	7.2366	7.4242
O00311	121225856	6.8962	6.8566
O00311	121225858	7.4559	7.8487
O00311	121225859	6.6402	7.1225
O00311	121225860	8.9788	8.4565
O00311	121225861	7.5229	8.1650
O00311	121225862	7.6576	7.6323
O00311	121225863	7.1675	7.1828
O00311	121225864	6.2441	7.1304
O00311	121225865	8.3080	7.7569
O00311	121225866	6.5884	7.4058
O00311	121225867	6.7167	7.1904
O00329	9908783	7.6990	7.5985
O00329	11154943	8.1586	8.3432
O00329	11296261	9.3799	8.9480
O00329	11418892	5.5376	6.1767
O00329	11574816	8.3010	7.8590
O00329	11584055	8.9586	8.6817
O00329	11677284	8.3098	8.5467
O00329	17755052	7.5086	7.7649
O00329	23585510	6.1308	6.4455
O00329	24802592	7.3979	7.4731
O00329	24968746	8.1549	7.6162
O00329	24968747	8.2218	7.6419
O00329	44124863	9.0969	8.7162
O00329	44466962	8.0000	8.2541
O00329	44545041	8.3979	8.3552
O00329	46861590	8.5229	8.4843
O00329	46866705	9.9136	9.2496
O00329	46892971	7.9586	7.7037
O00329	49783923	10.1000	9.2950
O00329	49784002	9.9000	8.9935
O00329	49784892	7.4318	7.4438
O00329	49784988	7.6021	7.0816
O00329	49785078	6.4437	6.6291
O00329	49785079	6.4559	6.4971
O00329	49785167	6.0915	6.4086
O00329	49785436	8.6990	8.7600
O00329	49785518	8.2218	8.3955
O00329	49785827	8.0458	7.7916
O00329	49785828	7.5686	7.8151
O00329	49785829	5.3010	5.9568
O00329	49787183	9.6383	8.9621
O00329	49831132	8.3010	8.3974
O00329	49831209	8.9586	8.4278
O00329	49834576	8.6990	8.5849
O00329	49868760	6.4433	6.8965
O00329	49868762	7.2434	7.7991
O00329	49868763	7.4815	7.7703
O00329	49868764	6.1813	6.6352
O00329	49868894	5.0126	5.9107
O00329	49868896	7.8996	8.1476
O00329	49869026	6.9830	7.7072
O00329	49869027	6.9582	6.7582
O00329	49870405	6.0956	6.8008
O00329	49870406	7.6364	7.1307
O00329	49870407	6.1483	6.4996
O00329	49870662	7.2774	7.8054
O00329	49870664	8.0862	8.2225
O00329	49870790	7.8041	8.0442
O00329	49870791	7.1959	7.7117
O00329	49870793	7.0506	7.8189
O00329	50939078	7.9586	7.6326
O00329	50939080	8.5229	8.2436
O00329	50939081	8.0000	8.0089
O00329	50939212	7.0969	7.1783
O00329	50939338	8.1549	7.8931
O00329	50990922	7.2840	7.2699
O00329	50990924	8.9208	8.5261
O00329	50997499	7.5575	7.5990
O00329	51001932	9.1107	8.7258
O00329	51355622	5.1367	6.4027
O00329	53482462	9.6990	8.5555
O00329	56644424	9.3325	8.6673
O00329	56645254	9.2381	8.5370
O00329	56832510	9.2147	8.8696
O00329	57351276	6.6073	6.8706
O00329	57466811	6.3279	7.1980
O00329	58203724	9.0362	9.1837
O00329	58204651	7.6615	8.1078
O00329	58204675	9.4089	8.9454
O00329	58204681	7.6180	7.5695
O00329	58204786	8.2553	7.7868
O00329	58205016	8.6021	8.4596
O00329	59362157	7.0000	6.9560
O00329	59548177	7.7212	7.5173
O00329	59548196	7.2218	7.5853
O00329	59548226	6.9586	7.8831
O00329	59548232	5.2441	5.9486
O00329	59548243	7.4685	7.6205
O00329	59548256	7.2924	7.6926
O00329	59548263	6.5086	6.8401
O00329	59548274	8.1549	8.1968
O00329	59548283	7.2076	7.5331
O00329	59548284	7.5229	8.0471
O00329	59548288	9.3979	8.7934
O00329	59548302	7.6990	7.9017
O00329	59548320	7.3010	7.6250
O00329	59548341	7.0362	7.4459
O00329	59548349	8.5229	8.5493
O00329	59548356	8.5229	8.5230
O00329	59548403	6.5229	7.0066
O00329	59548419	8.9586	8.7382
O00329	59548424	8.3979	8.7081
O00329	59548431	8.2218	8.2350
O00329	59548453	7.8239	8.1133
O00329	59548454	6.4318	6.5978
O00329	59548460	7.4089	7.5013
O00329	59548462	9.0000	8.8000
O00329	59605264	8.6990	8.5138
O00329	59605730	9.0969	8.2576
O00329	59606002	8.2596	8.6146
O00329	59606123	7.8861	7.8498
O00329	59606148	8.5086	8.3146
O00329	60155086	5.2218	6.1624
O00329	60155087	6.0410	6.6203
O00329	60155265	8.0000	8.3979
O00329	60155266	8.3979	8.1486
O00329	60155268	7.7959	7.7176
O00329	60155452	8.5229	8.4404
O00329	60155538	7.6778	8.1619
O00329	60155539	7.8861	8.1355
O00329	66558244	8.7696	8.1533
O00329	66788835	9.2218	8.7760
O00329	67050788	8.9788	8.8012
O00329	67094257	6.2007	6.9573
O00329	67094333	6.0506	6.6562
O00329	67285457	6.8125	6.6914
O00329	68312763	9.1079	8.5144
O00329	68312817	8.6198	8.4777
O00329	68312934	8.5528	8.4548
O00329	68313105	9.3188	8.6417
O00329	68313151	8.7212	8.4329
O00329	70682591	6.7212	6.7649
O00329	70682592	5.7773	6.5517
O00329	70684690	7.1308	7.3889
O00329	70686830	6.6576	6.9144
O00329	70688908	6.6778	6.4593
O00329	70690994	6.5850	6.5139
O00329	70693128	7.1024	7.0284
O00329	70693129	7.2147	7.2611
O00329	70694723	8.0969	8.1010
O00329	71453419	8.5229	8.2724
O00329	71456120	8.5229	8.2579
O00329	71819134	8.6383	8.6704
O00329	71819543	9.2291	8.9042
O00329	71819544	9.0458	8.7495
O00329	71819545	9.0555	8.5555
O00329	72163951	6.7959	6.9247
O00329	72163952	6.3098	6.5681
O00329	118728813	5.5086	6.4731
O00329	118728814	6.7447	7.1092
O00329	118728819	5.7212	6.6609
O00329	118728820	5.7959	6.3639
O00329	118728824	5.6021	6.4846
O00329	118728825	5.9208	6.6846
O00329	118728826	5.4815	6.4805
O00329	124173703	7.6861	8.7224
O00329	124173704	7.7632	8.1305
O00329	124173705	7.4769	7.9144
O00329	124173710	6.3036	6.9942
O00329	124173719	7.3630	8.1722
O00329	124173720	7.8182	8.7089
O00329	124173721	6.6144	7.0733
O00329	145953214	7.6990	8.4062
O00329	145956080	7.9208	7.7392
O00337	6029	5.2840	4.9643
O00408	4977	9.2218	8.2710
O00408	127779	3.9136	4.4118
O00408	158961	9.1549	8.0092
O00408	158962	9.2218	8.2168
O00408	220780	4.6498	5.1787
O00408	223726	5.1612	5.8558
O00408	5272235	4.6198	5.8883
O00408	6427033	4.4089	4.3463
O00408	6440175	4.4318	5.3737
O00408	49850076	8.8861	8.5161
O00408	50915291	6.0458	6.7356
O00408	50915296	8.7447	8.9572
O00408	50915469	7.4685	7.5702
O00408	50916130	6.9586	7.3039
O00408	50917229	6.6990	7.4401
O00408	50917961	6.7959	7.1435
O00408	58392553	8.6778	7.6868
O00408	66884547	7.3279	7.4902
O00408	84689375	7.4225	7.4328
O00408	101480597	8.0757	7.8546
O00408	118196136	8.7447	7.8895
O00408	118196196	7.5086	7.0353
O00408	118201417	7.7447	7.1886
O00408	118201808	6.9393	6.4929
O00408	121361675	6.4828	6.5491
O00408	122539028	7.2823	7.1130
O00408	122539032	5.8861	6.1870
O00408	122539188	5.9884	6.2137
O00408	122539218	9.2757	8.3080
O00408	122549955	7.4413	7.2268
O00408	122549956	7.4112	7.0924
O00408	122549958	8.4949	7.1470
O00408	122549966	7.6799	7.4209
O00408	122549978	6.8794	7.3347
O00408	122549979	6.9508	6.9332
O00408	122549981	7.2534	7.3237
O00408	122549982	7.1146	7.2930
O00408	124109025	7.8539	7.8685
O00408	124159524	6.6861	7.3237
O00408	124159529	6.9393	7.5273
O00408	124159530	6.1662	7.0985
O00408	124159536	6.7011	7.1413
O00408	124159541	6.2984	7.0929
O00408	124159544	6.7721	7.3609
O00408	134587655	7.2924	7.0978
O00408	134587658	6.8539	7.0060
O00408	134587662	6.7595	7.1531
O00408	134587663	7.7959	7.7386
O00408	134587668	6.3675	6.5422
O00408	134587669	6.3665	7.4882
O00408	134587670	5.6308	6.1322
O00408	134587671	7.1739	7.6053
O00408	134587672	8.4145	7.7426
O00408	134587679	7.4260	7.6104
O00408	134587701	7.3979	7.7691
O00408	134587703	8.3098	7.6060
O00408	134587708	7.4089	7.5168
O00408	134587711	7.1871	6.9209
O00408	134587721	7.1192	7.5365
O00408	134587722	7.5376	7.6095
O00408	134587728	7.4559	7.7281
O00408	134587729	8.2147	7.6214
O00408	134587730	7.4949	7.7211
O00408	134587739	6.3354	6.8107
O00408	134597088	7.2596	7.4270
O00408	134597089	5.8771	6.7263
O00408	134597091	6.2472	6.5409
O00408	134597094	6.2366	6.8785
O00408	137157983	6.4895	7.0777
O00408	137157995	6.5331	6.6255
O00408	137158023	7.5686	8.0752
O00408	137305672	8.8861	8.6964
O00408	137305682	9.0362	8.1985
O00408	137305689	8.5850	8.6558
O00408	138374980	7.9586	8.0830
O00408	138374982	6.4660	7.2969
O00408	138374983	7.2291	7.8357
O00408	138374984	7.3010	7.7601
O00408	138374988	6.9747	7.4828
O00408	138374990	7.9208	7.9728
O00408	138374992	7.7825	7.5126
O00408	138374993	7.6882	7.5000
O00408	138374996	7.4089	7.7207
O00408	138374997	8.1549	8.1928
O00408	138374999	6.0099	7.3222
O00408	138375000	7.1487	7.8548
O00408	138375001	8.6778	8.2681
O00408	138375003	7.3565	7.7912
O00408	138375004	8.2480	8.0088
O00408	138375005	8.3716	8.3832
O00408	138375006	8.8761	8.4667
O00408	138375008	8.2757	8.2803
O00408	138375011	8.0362	8.1087
O00408	138375012	8.2924	8.4084
O00408	138375013	8.2518	8.1617
O00408	138375017	7.7217	8.3433
O00408	138375018	7.7100	7.5784
O00408	138375019	7.3098	7.5863
O00408	138375020	6.1192	7.3131
O00408	138375023	8.7607	8.6897
O00408	138375024	9.7459	9.1328
O00408	138375025	8.4983	8.3825
O00408	138375026	8.4336	8.5344
O00408	138375027	8.6153	8.6727
O00408	138375028	8.8153	8.7283
O00408	138375029	9.1972	9.0389
O00408	138375030	9.8401	8.9951
O00408	138375031	10.1135	9.0691
O00408	138375032	7.8981	8.5397
O00408	138375034	9.3372	8.9232
O00408	138375035	9.3233	8.9637
O00408	138375037	9.5768	8.9781
O00408	138375038	9.1938	8.7811
O00408	138375039	8.3556	8.4307
O00408	138375041	9.6882	9.1620
O00408	138375042	9.0942	8.7300
O00408	138375043	9.2328	8.8760
O00408	138375044	8.2933	8.4841
O00408	138375045	8.7305	8.4859
O00408	138375046	8.3856	8.4553
O00408	138375047	8.8356	8.8936
O00408	138375048	9.3233	8.8916
O00408	138375049	10.0044	9.1681
O00408	138375050	9.6536	9.2145
O00408	138375051	9.5607	9.1126
O00408	138375054	9.2557	8.8408
O00408	138375057	9.6108	9.1537
O00408	138375058	9.4901	9.0501
O00408	138375059	9.0059	8.7784
O00408	138375060	9.8962	9.2180
O00408	138375061	9.5017	9.1664
O00408	138375063	9.4377	9.0864
O00408	138375064	9.2596	9.0672
O00408	138375065	8.4202	8.1259
O00408	138375066	9.3010	8.7658
O00408	138375067	7.9208	8.0153
O00408	138375068	9.0506	8.8044
O00408	138375069	8.6383	8.7273
O00408	138375070	8.7959	8.8003
O00408	138375073	8.9935	9.0491
O00408	138375074	9.3925	9.1157
O00408	138375076	8.4089	8.4599
O00408	138375079	9.8586	9.2141
O00408	138375080	9.2321	9.0907
O00408	138375081	9.2013	9.0168
O00408	138375083	9.8097	9.1698
O00408	138375085	9.4559	9.1036
O00408	138375086	7.8636	7.9906
O00408	138375087	9.3979	9.0157
O00408	138375088	8.7607	8.5269
O00408	138375089	8.0383	7.9392
O00408	138375090	9.2411	8.8978
O00408	138375093	9.1433	8.8715
O00408	138375094	9.6990	9.3124
O00408	138375095	7.9983	8.4616
O00408	138375096	9.4795	9.1921
O00408	138375098	9.2534	8.9264
O00408	138375099	10.0410	9.2517
O00408	138375100	9.7375	9.1697
O00408	138375101	9.0353	8.8584
O00408	138375102	9.7959	9.1086
O00408	138375103	9.3872	8.9545
O00408	138375104	9.6576	8.9081
O00408	138375105	8.0809	7.6895
O00408	138375106	8.0177	7.5183
O00408	138375107	7.8861	7.8984
O00408	138375108	7.7447	7.6672
O00408	138375111	8.4685	7.7070
O00408	138375112	8.2366	7.8700
O00408	138375113	8.0969	7.7347
O00408	138375116	6.3893	7.0186
O00408	138375118	7.5686	7.9156
O00408	138375119	7.1367	7.7817
O00408	138375122	8.0132	7.7399
O00408	138375123	7.6021	7.9298
O00408	138375126	7.8861	7.2827
O00408	138375127	8.2518	7.9374
O00408	138375128	7.0706	7.4440
O00408	138375129	8.4089	8.0866
O00408	138375130	6.3215	7.3399
O00408	138375131	8.3979	7.9788
O00408	138375134	8.7212	8.1631
O00408	138375135	7.5207	7.9204
O00408	138375137	8.6576	8.1175
O00408	138375138	7.6946	7.7228
O00408	138375139	9.6021	8.9464
O00408	138375141	7.1565	7.6375
O00408	138375142	8.0000	7.9465
O00408	138375143	6.8649	7.5586
O00408	138375144	8.1367	7.9750
O00408	138375145	8.3279	7.9918
O00408	138375146	7.7696	7.6270
O00408	138375150	7.3372	7.5808
O00408	138375152	6.9527	7.3290
O00408	138375153	7.7133	7.3278
O00408	138375154	6.8698	7.3021
O00408	138375158	6.5207	7.1794
O00408	138375160	6.8085	7.0055
O00408	138375161	6.5646	6.9609
O00408	138375163	7.1497	7.5537
O00408	138375165	7.1665	7.4631
O00408	138375168	8.6778	8.6492
O00408	138375169	9.4377	9.0211
O00408	138375171	8.4928	8.4766
O00408	138375173	8.6957	8.5405
O00408	138375174	10.0969	9.1839
O00408	138375175	9.2041	9.1354
O00408	138375178	8.5505	8.5192
O00408	138403693	7.6990	7.8455
O00408	138403694	7.9031	7.6299
O00408	138403696	7.1024	7.2684
O00408	138403700	7.4815	7.5596
O00408	138403701	7.1192	7.0007
O00408	138403702	9.0458	8.3829
O00408	138403712	7.5607	7.5929
O00408	138403715	7.3716	7.2481
O00408	138403716	6.9914	7.2713
O00408	138403718	7.5809	7.3172
O00408	138403719	7.0041	7.3813
O00408	138403721	6.5058	6.9173
O00408	138403829	8.1549	8.2953
O00408	138403830	7.6872	7.9846
O00408	138403831	9.3010	8.9152
O00408	138403833	8.7484	8.9070
O00408	138403935	9.2840	8.6860
O00408	139267932	7.5850	7.2821
O00408	139267933	7.6198	7.0378
O00408	139267934	9.3468	8.6454
O00408	139267935	9.2840	8.5954
O00408	139267937	7.4815	7.7227
O00408	139267939	6.4763	6.9847
O00408	139267941	8.2218	8.4989
O00408	139267942	7.7959	7.7593
O00408	139267944	7.3925	7.0327
O00408	139267946	8.4559	8.6702
O00408	139267947	7.1739	7.3112
O00408	139267948	6.0376	6.6640
O00408	139267949	6.5031	7.0171
O00408	139267950	7.0915	7.1896
O00408	139267951	7.6198	7.1430
O00408	139267952	7.0088	7.5382
O00408	139267953	7.9469	7.6975
O00408	139267956	6.1785	6.7539
O00408	139267957	6.9830	7.3390
O00408	139267960	8.3098	8.0936
O00408	139267964	6.1831	6.7583
O00408	139267968	7.6882	7.5131
O00408	139267969	8.2518	7.8685
O00408	139267970	8.0555	7.8324
O00408	139267972	8.2840	8.0723
O00408	139267973	7.5086	7.3441
O00408	139267974	7.7825	7.2395
O00408	139267976	7.4559	7.5667
