UniProtIDs	PubChemCIDs	Labels	Predictions
A0A087WW23	90450799	8.7212	8.7987
A0A087WW23	90450801	7.7447	7.8970
A0A087WW23	90450802	8.1278	8.1550
A0A087WW23	90450805	6.5376	7.3080
A0A087WW23	90450806	7.8539	8.2451
A0A087WW23	90450807	7.6383	7.6070
A0A087WW23	90450810	8.2366	8.4781
A0A087WW23	90450811	7.7212	8.3224
A0A087WW23	90450812	8.4815	8.3994
A0A087WW23	90450815	7.1938	7.8415
A0A087WW23	90450816	8.1427	8.3000
A0A087WW23	90450819	8.3565	8.5043
A0A087WW23	90450820	8.4318	8.5411
A0A087WW23	90450821	8.1675	8.4491
A0A087WW23	90450822	8.1427	8.4283
A0A087WW23	90450823	8.3979	8.4748
A0A087WW23	90450824	8.3188	8.3944
A0A087WW23	90450825	7.9586	8.3179
A0A087WW23	90450826	8.1079	8.1155
A0A087WW23	91809428	8.1135	8.4650
A0A087WW23	91809429	7.9586	8.4716
A0A087WW23	91809430	7.1249	7.6734
A0A087WW23	91809431	7.5686	7.9498
A0A087WW23	91809432	6.1135	6.7044
A0A087WW23	91809434	7.9586	8.1218
A7MBE0	838	5.1000	5.7210
A7MBE0	4636	7.6002	7.4082
A7MBE0	4893	9.3010	8.4811
A7MBE0	5265	7.5000	7.7595
A7MBE0	5401	7.5000	7.4728
A7MBE0	5775	7.9003	7.6178
A7MBE0	14743454	9.2007	8.7007
A7MBE0	21830793	8.1707	7.3590
A8MPY1	119	6.2366	5.7191
A8MPY1	4266	6.3372	5.8412
A8MPY1	96215	6.8239	6.5570
A8MPY1	6400459	6.4437	7.1784
A8NS89	122229968	3.0969	3.6749
A8NS89	137635542	3.7959	3.9912
A8NS89	137642656	5.2757	4.8739
A8NS89	137652378	3.6990	4.3953
A8NS89	137653299	3.4949	3.7830
A8NS89	137655730	4.0969	4.6092
A8NS89	137657210	4.2218	4.6021
A9JQL9	5274428	6.4437	6.7821
A9JQL9	10265208	5.8239	5.9151
A9JQL9	44185317	6.0915	5.9146
A9JQL9	56947011	9.3010	8.5390
A9JQL9	56947056	9.0000	8.2964
A9JQL9	57336498	6.3468	5.9893
A9JQL9	72200935	6.6021	6.3375
A9JQL9	75059312	8.8239	8.0138
A9JQL9	91929402	8.3010	7.7797
A9JQL9	91934183	8.3010	7.6637
A9JQL9	91935110	7.5229	7.1952
A9JQL9	91935111	7.1549	7.1845
A9JQL9	91935112	6.6576	6.5279
A9JQL9	91935113	6.4949	6.5368
A9JQL9	91935114	6.4949	6.7314
A9JQL9	91935119	6.0177	6.5643
A9JQL9	91935120	5.8239	6.0192
A9JQL9	91935121	5.3872	5.8679
A9JQL9	91935123	5.2441	5.5597
A9JQL9	145967922	4.8038	5.4802
A9JQL9	145969300	5.1040	5.4869
A9JQL9	145969578	4.6955	5.0423
A9JQL9	145970212	5.0794	5.5400
A9JQL9	145987262	5.1618	5.5914
A9JQL9	145987264	4.7029	5.1423
B0R470	9921157	6.0000	6.0428
B1JRQ0	44450124	5.2218	5.8525
B1JRQ0	121493780	6.3010	6.0845
B2RXH2	3341	5.7167	6.0681
B2RXH2	3885	5.4498	5.6847
B2RXH2	10365	3.0391	3.8060
B2RXH2	34359	5.7033	5.8137
B2RXH2	5281605	5.3635	5.3660
B7UJP3	23272823	4.9830	4.8059
B7UJP3	76685170	5.2518	4.9650
C7C422	124326	5.2916	5.3319
C7C422	521298	3.7302	4.0514
C7C422	29147132	4.0000	4.3239
C7C422	101806257	5.2495	5.6962
C7C422	127043370	6.3098	5.9159
C7C422	130427303	4.2599	4.4499
C7C422	162653894	4.7696	4.6076
D0VWV4	11388558	6.4855	6.5308
H9TB17	932	3.8297	4.1097
H9TB17	4055	5.1409	4.9911
H9TB17	555696	3.7959	4.1151
H9TB17	5281855	5.3439	5.5550
H9TB17	10080899	4.3188	4.5806
H9TB17	13428542	3.3546	3.3060
H9TB17	56663291	3.8729	4.2062
H9TB17	118986866	3.7959	3.7960
H9TB17	118986867	4.1421	4.3749
O00089	91931600	3.0000	3.0133
O00142	160155	4.6990	4.7789
O00142	5282192	4.9830	5.2259
O00142	16121720	6.5376	6.7717
O00142	46197457	6.6757	6.4195
O00142	46885197	6.8239	6.2618
O00222	2207	6.3979	6.2327
O00222	104766	4.3468	4.4672
O00222	179394	7.2147	6.6619
O00222	213056	4.9208	5.0925
O00222	4545574	6.6778	6.3722
O00222	5310956	5.4685	5.5734
O00222	9819927	6.7696	6.3254
O00222	44322701	5.7696	5.7354
O00222	44322840	4.8239	5.2026
O00255	71561461	6.9101	7.0807
O00255	71561462	8.3279	6.6335
O00255	71561581	3.8447	6.5926
O00255	71562332	5.6635	6.2761
O00255	71562437	7.7447	7.3080
O00255	71562438	6.8665	7.3111
O00255	71562542	6.7055	6.4548
O00255	71562654	6.2321	6.2797
O00255	71562655	5.7352	6.1357
O00255	71562786	7.2518	7.0288
O00255	71562787	7.5686	6.6591
O00255	71562904	5.7799	6.6150
O00255	71562905	6.0645	6.5556
O00255	71563031	7.3468	6.9666
O00255	71563032	6.2604	6.5976
O00255	71563033	6.4789	6.5295
O00255	71563151	7.5229	7.2001
O00255	71563152	6.1397	6.5814
O00255	71563283	4.8539	5.7337
O00255	71563285	7.5528	7.2915
O00255	71716131	6.5072	6.8848
O00255	71716759	7.1487	6.8853
O00255	71717364	4.5935	5.6017
O00255	71717365	5.5452	6.1961
O00255	71719786	7.6198	7.2930
O00255	71719787	7.3665	7.2976
O00255	71777742	7.2366	7.7697
O00255	132104133	6.0177	6.2853
O00255	132104137	7.9208	7.2824
O00255	132104363	8.6990	8.0907
O00255	132104365	8.8539	8.0976
O00255	132104372	7.3468	7.6999
O00255	132104373	7.6778	7.6703
O00255	132104378	8.1549	8.0506
O00255	132104444	5.7696	6.1952
O00255	132104449	5.3098	6.0294
O00255	132104456	8.0132	8.0239
O00255	132104582	7.9586	8.0753
O00255	132104733	6.4425	7.4193
O00255	132104734	6.6840	6.7776
O00255	132104735	8.5686	8.1332
O00255	132104737	8.7696	8.0789
O00255	132104738	8.1549	7.8954
O00255	132523755	7.0969	7.0014
O00255	138618490	8.3372	8.0839
O00255	138618502	5.6716	6.1504
O00255	138618542	8.3372	8.0818
O00255	138618570	8.2518	7.9930
O00255	138618588	7.6576	7.9123
O00255	145397301	8.6990	7.9242
O00255	155526758	8.5686	8.2151
O00255	155529345	5.9586	7.1426
O00255	155536984	5.2147	6.0044
O00255	155558606	7.4949	7.5036
O00255	155562826	5.2596	5.9260
O00311	25164469	7.9208	7.7584
O00311	25166058	7.2495	6.9852
O00311	49830272	9.8000	9.0017
O00311	49830280	9.5000	8.8794
O00311	49830474	9.1000	8.6055
O00311	49843482	9.0458	8.6045
O00311	57392258	9.5528	8.7949
O00311	66887486	8.8539	8.5216
O00311	66888175	7.8861	7.7662
O00311	66888458	7.5686	7.4502
O00311	66888604	8.1135	8.0628
O00311	66888952	8.0605	7.9083
O00311	68737551	6.9586	7.4243
O00311	71527115	8.4949	8.0541
O00311	71527116	8.7696	8.4078
O00311	71527117	8.4685	8.1502
O00311	75297693	8.7825	8.8135
O00311	75297694	7.4559	7.3699
O00311	75297695	8.8239	8.6474
O00311	75297696	7.6990	7.8641
O00311	75297697	8.4685	8.5421
O00311	75297705	9.3979	8.9696
O00311	75297708	7.8861	8.0022
O00311	75297709	9.1249	8.3745
O00311	75297713	9.3686	8.8715
O00311	75297716	6.6162	6.9124
O00311	75297717	8.6478	8.5214
O00311	77546712	6.3872	7.0889
O00311	77546757	8.2007	8.1141
O00311	77546849	5.9101	6.4412
O00311	77546892	7.4685	7.1034
O00311	77546911	8.7212	8.5581
O00311	77546983	7.8239	7.7020
O00311	77547144	6.7447	7.1853
O00311	77547149	6.0088	6.5352
O00311	77547197	6.3010	6.6535
O00311	77547231	9.0706	8.7494
O00311	77547250	8.7825	8.6337
O00311	77547425	6.9208	7.3402
O00311	77584936	6.6576	6.8041
O00311	77585239	6.9208	7.2773
O00311	77585248	9.3010	8.8668
O00311	77585709	6.4685	7.2317
O00311	77585717	7.4318	7.6791
O00311	77585734	7.2840	7.4088
O00311	77585872	7.0910	6.9005
O00311	77586169	7.3872	7.4924
O00311	77586324	7.4318	7.5964
O00311	77586333	6.4559	7.0043
O00311	77586445	6.8539	7.1653
O00311	77586515	7.6990	7.9304
O00311	77586772	8.9586	8.6761
O00311	77586922	7.1871	7.4056
O00311	77586930	6.2007	6.9012
O00311	77587070	7.3979	7.3741
O00311	77587075	6.1669	6.6816
O00311	121225850	7.8962	7.5239
O00311	121225852	7.2549	7.7564
O00311	121225853	8.1135	8.0804
O00311	121225854	7.8239	7.4873
O00311	121225856	6.8962	6.8982
O00311	121225857	9.2211	8.6914
O00311	121225859	6.6402	7.1983
O00311	121225860	8.9788	8.6592
O00311	121225861	7.5229	7.8668
O00311	121225864	6.2441	6.9746
O00311	121225865	8.3080	8.1231
O00311	121225866	6.5884	7.3921
O00311	121225867	6.7167	6.8170
O00329	9908783	7.6990	7.3802
O00329	11154943	8.1586	7.8345
O00329	11296261	9.3799	9.1652
O00329	11418892	5.5376	6.1309
O00329	11419728	6.4202	6.7285
O00329	11677284	8.3098	8.6219
O00329	17755052	7.5086	7.8099
O00329	23585510	6.1308	6.3269
O00329	23642173	8.3979	8.2678
O00329	24802592	7.3979	7.6193
O00329	24855584	8.5229	8.2756
O00329	24968746	8.1549	7.9628
O00329	24968747	8.2218	8.0264
O00329	44124863	9.0969	8.5772
O00329	44545041	8.3979	8.4372
O00329	46866705	9.9136	9.1467
O00329	49783923	10.1000	9.4080
O00329	49784002	9.9000	9.0020
O00329	49784892	7.4318	7.1048
O00329	49784894	8.6990	8.4339
O00329	49784988	7.6021	7.2586
O00329	49785078	6.4437	6.6849
O00329	49785167	6.0915	6.4163
O00329	49785253	7.2518	6.9117
O00329	49785436	8.6990	8.5752
O00329	49785518	8.2218	8.3420
O00329	49785828	7.5686	7.6363
O00329	49785829	5.3010	5.9398
O00329	49787183	9.6383	8.9674
O00329	49831132	8.3010	8.4413
O00329	49831209	8.9586	8.6368
O00329	49834576	8.6990	8.3329
O00329	49868760	6.4433	6.7291
O00329	49868761	6.3270	7.1179
O00329	49868762	7.2434	7.6810
O00329	49868763	7.4815	7.8041
O00329	49868765	6.7359	6.8995
O00329	49868893	4.6685	5.5666
O00329	49868894	5.0126	5.7762
O00329	49868895	7.0958	7.3039
O00329	49868897	7.9666	8.0882
O00329	49868898	7.7986	8.0033
O00329	49869027	6.9582	6.9839
O00329	49869028	4.7025	5.6376
O00329	49870404	5.2018	6.0797
O00329	49870405	6.0956	6.6429
O00329	49870407	6.1483	6.7586
O00329	49870531	4.6091	5.5712
O00329	49870662	7.2774	7.6227
O00329	49870663	7.6696	8.1067
O00329	49870664	8.0862	8.1447
O00329	49870788	7.3726	7.5036
O00329	49870790	7.8041	8.0082
O00329	49870791	7.1959	7.8666
O00329	49872925	8.6383	8.5338
O00329	50939078	7.9586	7.6039
O00329	50939080	8.5229	8.3126
O00329	50939081	8.0000	8.0558
O00329	50939212	7.0969	7.2369
O00329	50939338	8.1549	7.6676
O00329	50990924	8.9208	8.5593
O00329	50997499	7.5575	7.5255
O00329	51355621	5.2884	5.9970
O00329	56644424	9.3325	8.7899
O00329	56645254	9.2381	8.7600
O00329	56832510	9.2147	9.0065
O00329	58204529	8.7077	8.6137
O00329	58204651	7.6615	7.8792
O00329	58204675	9.4089	9.2851
O00329	58204786	8.2553	8.0838
O00329	58204829	7.9469	7.9213
O00329	58205016	8.6021	8.5241
O00329	59362157	7.0000	7.1668
O00329	59548177	7.7212	7.8428
O00329	59548196	7.2218	7.6133
O00329	59548220	7.2007	7.3860
O00329	59548226	6.9586	7.3065
O00329	59548232	5.2441	5.7374
O00329	59548250	6.6198	7.0753
O00329	59548256	7.2924	7.4870
O00329	59548263	6.5086	6.7237
O00329	59548274	8.1549	8.2328
O00329	59548283	7.2076	7.4607
O00329	59548284	7.5229	7.8809
O00329	59548302	7.6990	7.4255
O00329	59548320	7.3010	7.5197
O00329	59548349	8.5229	8.4656
O00329	59548356	8.5229	8.4323
O00329	59548371	8.1549	7.7777
O00329	59548383	7.1549	7.1722
O00329	59548402	6.8861	6.9862
O00329	59548407	8.2147	8.2698
O00329	59548419	8.9586	8.7087
O00329	59548424	8.3979	8.4247
O00329	59548454	6.4318	6.6957
O00329	59548460	7.4089	7.3777
O00329	59605264	8.6990	8.3330
O00329	59605535	9.4437	8.9085
O00329	59605730	9.0969	8.5617
O00329	59606002	8.2596	8.4200
O00329	59606123	7.8861	8.1479
O00329	59606148	8.5086	8.3782
O00329	60155086	5.2218	5.9169
O00329	60155087	6.0410	6.2970
O00329	60155266	8.3979	8.2989
O00329	60155268	7.7959	7.9789
O00329	60155451	8.2218	8.1505
O00329	60155452	8.5229	8.3820
O00329	60155538	7.6778	8.0459
O00329	60155539	7.8861	7.6798
O00329	66558242	8.6021	8.2289
O00329	66558244	8.7696	8.4525
O00329	66558414	8.9208	8.6374
O00329	66788835	9.2218	8.7866
O00329	67050788	8.9788	8.8473
O00329	67094257	6.2007	6.6900
O00329	67094333	6.0506	6.7906
O00329	68312817	8.6198	8.3784
O00329	68312934	8.5528	8.4518
O00329	68313105	9.3188	8.6625
O00329	68313143	9.0915	8.8056
O00329	68313151	8.7212	8.4332
O00329	70682591	6.7212	6.7104
O00329	70682592	5.7773	6.4782
O00329	70686829	7.7212	7.3042
O00329	70686830	6.6576	6.8793
O00329	70694723	8.0969	8.0561
O00329	70695188	7.1024	7.0913
O00329	71454238	8.9208	8.5493
O00329	71819134	8.6383	8.4717
O00329	71819543	9.2291	8.8230
O00329	71819544	9.0458	8.6823
O00329	71819545	9.0555	8.6834
O00329	72163951	6.7959	7.3660
O00329	72163952	6.3098	7.0849
O00329	118728814	6.7447	7.2631
O00329	118728819	5.7212	6.4639
O00329	118728820	5.7959	6.6531
O00329	118728824	5.6021	6.5538
O00329	118728825	5.9208	6.7373
O00329	118728826	5.4815	6.3291
O00329	124173703	7.6861	8.0663
O00329	124173705	7.4769	7.5830
O00329	124173710	6.3036	7.0430
O00329	124173719	7.3630	7.7896
O00329	124173720	7.8182	8.2040
O00329	134249145	5.1079	6.1275
O00329	145953214	7.6990	7.8671
O00337	6029	5.2840	5.0298
O00459	17755052	7.1537	6.7581
O00459	51001932	7.2757	7.3997
O00459	124173703	6.8794	6.8711
O00459	124173704	6.9136	6.8649
O00459	124173719	6.4750	6.5530
O00459	124173720	7.0013	6.8864
O00459	124173721	6.0899	6.0150
O00462	3262578	7.6021	6.8323
O00462	15560271	4.7696	4.5708
O00462	44305110	5.0000	5.0249
O00482	52936713	6.4271	6.8281
O00482	126673332	5.1549	5.4434
O00482	139030532	8.6198	8.2930
O00482	146160388	7.4202	7.1474
O00482	155522101	5.6198	6.3323
O00482	156012159	6.5528	6.6166
O00482	156018023	7.7447	7.4282
O00482	156019413	7.2518	7.2691
O00512	65126	5.2757	4.9257
O00512	10433320	4.9586	4.8407
O00512	127048392	3.8861	4.3532
O00512	127048396	4.1549	5.0012
O00512	127048736	4.3468	5.1902
O00512	127048738	4.2757	5.1399
O00512	127048740	3.3098	4.7412
O00512	127051869	4.4559	4.9890
O00512	127052187	4.6990	5.1135
O00512	127052188	4.2441	5.1234
O00512	127052189	5.2840	5.1737
O00512	127052197	4.4318	5.1200
O00512	127052198	4.7959	5.3967
O00512	127052492	4.7212	5.0885
O00512	127052784	4.0862	4.8137
O00512	127052786	4.1739	4.8935
O00512	127052787	4.3188	5.0028
O00512	127053082	4.6021	5.1535
O00512	127053083	4.1612	5.1948
O00512	127053084	4.2596	5.0393
O00512	137641027	5.7447	5.6239
O00512	138688885	5.0969	5.4592
O00512	140856206	4.7959	5.2167
O00512	140856211	5.3279	5.5155
O00512	140856213	5.4202	5.6835
O00512	140856214	5.0862	5.3960
O00512	140856217	5.2518	5.4435
O00512	140856218	4.7212	5.2252
O00512	140856225	5.2291	5.6079
O00512	140856228	5.3768	5.7285
O00512	140856233	5.4559	5.7194
O00512	140856234	5.4202	5.6833
O00512	140856238	5.1871	5.5043
O00512	140856241	5.2518	5.4240
O00512	140856242	6.0000	6.2715
O00512	140856243	5.1367	5.4075
O00512	140856246	5.5086	5.5150
O00512	155527671	5.2291	5.4071
O00512	155536964	5.0605	5.3714
O00512	155550954	5.8861	5.8778
O00512	155557151	5.2840	5.5857
O00512	155559450	4.9208	5.2454
O00512	156151724	6.3279	6.2363
O00512	156179993	4.0862	4.2931
O00512	156179994	4.3372	4.6660
O00512	156180019	4.3768	4.7311
O00512	156180036	4.3372	4.3470
O00512	156180039	4.1487	4.3024
O00512	156180191	4.4949	4.8615
O00512	156180209	4.8861	4.7488
O00512	156180523	4.3665	4.7497
O00512	156472865	5.3768	5.5897
O00512	162652881	4.8539	5.4386
O00512	162666435	5.7959	6.1517
O00512	164610230	4.7212	4.9969
O00512	164611440	4.1308	5.1282
O00512	164612000	5.3010	5.4217
O00512	164613518	5.2366	5.4622
O00512	164616842	5.1938	5.1947
O00512	164616856	5.7212	5.8089
O00512	164617144	5.3098	5.3026
O00512	164617872	5.3372	5.3782
O00512	164617892	5.2366	5.3687
O00512	164619169	5.4089	5.3439
O00512	164620645	5.3188	5.4716
O00512	164620728	5.4089	5.3517
O00512	164621479	4.2676	5.0858
O00512	164622389	4.8861	5.2605
O00512	164622464	4.4949	5.3555
O00512	164622631	5.6778	5.6978
O00512	164623614	4.8539	5.2452
O00512	164623731	5.6383	5.4878
O00512	164623853	5.2924	5.4087
O00512	164624125	4.9586	4.9954
O00512	164624183	5.4437	5.3408
O00512	164625940	4.6778	4.9942
O00512	164627981	5.3872	5.3817
O00512	164629034	5.5686	5.4877
O00512	164629127	5.0969	5.3850
O00519	95911	4.9706	5.9987
O00519	157729	6.3098	6.9539
O00519	445639	5.2218	5.8159
O00519	5282280	5.3010	5.7056
O00519	5364492	6.7212	7.0585
O00519	6430106	7.3979	7.0553
O00519	9795477	7.6021	7.2939
O00519	9813810	7.0000	7.3087
O00519	9819245	8.0458	8.0569
O00519	9861891	8.6990	7.8733
O00519	9862069	8.8539	8.0410
O00519	9883352	6.1549	6.2578
O00519	9904743	7.7696	7.6221
O00519	9972176	9.2441	8.4931
O00519	10085812	9.6990	8.8590
O00519	10092300	8.0410	8.0663
O00519	10108426	5.9586	6.0045
O00519	10293363	7.1367	7.2995
O00519	10338768	5.5376	6.0201
O00519	10384124	5.7235	6.1944
O00519	10609180	6.8861	6.9580
O00519	11150976	9.5528	8.9171
O00519	11208193	6.6990	7.0278
O00519	11209866	7.6576	7.9022
O00519	11278743	7.9208	8.3947
O00519	11279040	7.0969	7.6489
O00519	11290604	8.6383	8.3465
O00519	11313665	8.2757	8.2476
O00519	11325143	8.2518	8.4155
O00519	11327355	8.0000	8.2812
O00519	11450485	8.3054	8.4413
O00519	11484453	9.1278	9.1468
O00519	11739291	7.2596	7.8088
O00519	11740166	6.7212	6.5897
O00519	11991808	7.3188	7.5109
O00519	11991809	9.0458	8.5572
O00519	11991810	8.3010	8.2758
O00519	11991811	8.6990	8.5016
O00519	11991812	8.4260	8.5591
O00519	11991888	7.0969	7.7590
O00519	11991889	8.5229	8.4733
O00519	11991890	8.3010	8.4079
O00519	11991891	7.5229	7.7019
O00519	11991892	7.5229	7.4016
O00519	11991893	8.6990	8.4995
O00519	11991894	8.2218	8.2759
O00519	11991896	9.0969	8.7260
O00519	13508559	4.5391	5.1880
O00519	15353606	6.8539	6.9803
O00519	16019980	5.5229	5.6954
O00519	16110631	6.1249	6.9518
O00519	16110632	5.2218	6.2773
O00519	16110633	6.9586	7.4257
O00519	16110634	6.7696	7.4430
O00519	16110635	6.5229	7.2801
O00519	16110637	7.7212	7.9716
O00519	16110638	7.9208	8.3824
O00519	16110640	7.3010	7.7597
O00519	16110641	8.2218	8.3188
O00519	16110643	7.3010	7.7791
O00519	16110644	7.3979	7.9769
O00519	16110645	7.2076	7.7987
O00519	16110646	6.8539	7.5274
O00519	16110647	8.0000	8.2216
O00519	16110648	7.1871	7.7182
O00519	16110649	7.8239	8.2091
O00519	16110650	8.5528	8.8110
O00519	16110653	8.4949	8.5169
O00519	16110654	8.6990	8.6047
O00519	16110655	8.8861	8.6891
O00519	16110658	8.1249	8.1163
O00519	16110660	8.2596	8.5484
O00519	16110661	7.9586	7.9437
O00519	16110662	7.2007	7.8242
O00519	16110664	7.0969	7.6071
O00519	16110665	8.0000	7.9195
O00519	16110666	7.9208	8.1828
O00519	16110693	6.8861	7.2595
O00519	16110694	7.2218	7.7153
O00519	16110695	6.3979	6.9945
O00519	16110696	5.8239	6.8797
O00519	16110697	5.3010	6.5622
O00519	16110699	8.3010	7.8739
O00519	16110700	7.3979	8.0391
O00519	16110702	7.7959	7.9838
O00519	16110703	7.0458	7.5920
O00519	16110704	7.2218	7.5012
O00519	16110705	7.0000	7.7558
O00519	16110706	8.0000	8.0420
O00519	16110707	7.3979	8.0421
O00519	16110708	9.2218	8.8479
O00519	16110709	8.4815	8.6409
O00519	16110711	7.6021	8.2828
O00519	16110712	6.8861	7.9383
O00519	16110713	8.4559	8.6122
O00519	16110714	7.3010	7.6728
O00519	16110717	7.8239	7.9105
O00519	16110718	8.1549	8.5163
O00519	16110719	8.5229	8.6387
O00519	16110720	8.1549	8.3828
O00519	16110721	7.6198	7.6509
O00519	16110722	8.0969	8.2771
O00519	16735159	9.3468	8.6444
O00519	16735592	5.6021	6.3509
O00519	16736015	7.2596	7.3845
O00519	16736226	8.3010	8.6268
O00519	16736928	7.6021	7.7905
O00519	16737951	8.7387	8.6913
O00519	16738084	6.6990	7.1654
O00519	22486170	8.7696	8.4496
O00519	22486175	9.1249	8.5183
O00519	22486192	7.8239	8.0354
O00519	22486194	7.9586	8.3560
O00519	22486203	7.3010	7.2314
O00519	24748349	8.3010	8.4268
O00519	24748380	7.5850	8.0828
O00519	24799115	7.6576	7.9091
O00519	24799820	9.0000	8.7128
O00519	24799824	9.0706	8.7819
O00519	24800335	9.2924	8.7832
O00519	24800681	7.3979	7.9142
O00519	24800871	7.5528	7.8005
O00519	24801560	9.5850	8.9154
O00519	24801734	8.9208	8.7208
O00519	24950363	6.9586	7.0968
O00519	24950844	7.5935	7.7730
O00519	24951156	7.7959	8.1566
O00519	24951316	8.5229	8.7075
O00519	40490622	5.6021	5.7732
O00519	44256595	6.2007	6.2546
O00519	44324182	7.0177	7.2261
O00519	44347791	5.8996	6.1079
O00519	44347945	5.3010	5.8012
O00519	44347946	5.2218	5.7445
O00519	44348037	6.3665	6.4633
O00519	44348065	5.5986	6.0648
O00519	44348066	6.2441	6.2480
O00519	44371431	6.2596	6.3744
O00519	44371487	6.0969	6.0527
O00519	44371502	6.4089	6.5226
O00519	44371536	5.9586	6.0005
O00519	44389776	9.2840	8.9267
O00519	44420584	4.3468	5.5492
O00519	44420585	5.6778	6.3869
O00519	44420589	5.6383	6.0456
O00519	44420590	5.6990	6.0991
O00519	44420591	4.6021	5.6525
O00519	44420592	4.7959	5.8004
O00519	44420594	5.6383	6.5542
O00519	44452817	8.1612	8.2757
O00519	44589265	7.1871	7.6037
O00519	44589287	6.9586	6.8835
O00519	44589288	6.8861	7.1476
O00519	44589313	4.8861	5.8424
O00519	44589314	8.6383	8.4500
O00519	44589315	8.1427	8.2563
