UniProtIDs	PubChemCIDs	Labels	Predictions
A0A087WW23	90411001	9.4685	8.9449
A0A087WW23	90411005	7.8239	8.1342
A0A087WW23	90411011	6.1249	6.8783
A0A087WW23	90411013	5.7258	6.1207
A0A087WW23	90411059	8.0132	7.9951
A0A087WW23	90411072	7.6778	8.2285
A0A087WW23	90411078	7.3098	7.5737
A0A087WW23	90411108	8.9208	9.0452
A0A087WW23	90411136	6.0809	6.6372
A0A087WW23	90411222	7.5229	8.0549
A0A087WW23	90411232	6.8861	7.0607
A0A087WW23	90411248	7.5376	7.8691
A0A087WW23	90411253	8.2676	8.4113
A0A087WW23	90411258	8.1549	8.4793
A0A087WW23	90411261	8.4437	8.6593
A0A087WW23	90411311	8.0155	7.9903
A0A087WW23	90411347	7.2147	7.1799
A0A087WW23	90411410	6.3098	6.9228
A0A087WW23	90411422	8.1249	8.3327
A0A087WW23	90411457	7.8239	8.1476
A0A087WW23	90411514	7.6778	7.3468
A0A087WW23	90411515	8.5850	8.6100
A0A087WW23	90411527	7.4949	7.7217
A0A087WW23	90411579	8.5229	8.7501
A0A087WW23	90411788	8.1024	8.0411
A0A087WW23	90411817	6.0362	7.1536
A0A087WW23	90450794	8.6021	8.3828
A0A087WW23	90450795	8.3468	8.2000
A0A087WW23	90450796	8.0177	8.2036
A0A087WW23	90450798	7.2757	7.5267
A0A087WW23	90450799	8.7212	8.3208
A0A087WW23	90450801	7.7447	7.4920
A0A087WW23	90450803	6.1249	6.6289
A0A087WW23	90450806	7.8539	8.0362
A0A087WW23	90450807	7.6383	7.3945
A0A087WW23	90450808	7.3279	8.0498
A0A087WW23	90450810	8.2366	8.3407
A0A087WW23	90450813	7.6108	7.0742
A0A087WW23	90450815	7.1938	7.3940
A0A087WW23	90450816	8.1427	7.8962
A0A087WW23	90450818	8.6198	8.4778
A0A087WW23	90450819	8.3565	8.4220
A0A087WW23	90450820	8.4318	8.3617
A0A087WW23	90450822	8.1427	8.3449
A0A087WW23	90450823	8.3979	8.4612
A0A087WW23	90450824	8.3188	8.3642
A0A087WW23	90450826	8.1079	8.1658
A0A087WW23	90451198	7.2218	7.6804
A0A087WW23	91809428	8.1135	8.4184
A0A087WW23	91809429	7.9586	8.3963
A0A087WW23	91809430	7.1249	7.3619
A0A087WW23	91809431	7.5686	7.8848
A0A087WW23	91809433	5.9586	6.7265
A0A087WW23	91809434	7.9586	7.8634
A7MBE0	838	5.1000	5.9329
A7MBE0	4636	7.6002	7.0691
A7MBE0	4893	9.3010	8.9902
A7MBE0	5401	7.5000	7.8071
A7MBE0	9819114	8.7011	8.5647
A7MBE0	14743454	9.2007	8.4322
A7MBE0	54069298	8.0000	7.8354
A8MPY1	119	6.2366	5.9499
A8MPY1	6400459	6.4437	6.8392
A8NS89	122229968	3.0969	3.7999
A8NS89	132502046	4.0969	4.1296
A8NS89	137635542	3.7959	4.0391
A8NS89	137642656	5.2757	4.7248
A8NS89	137652378	3.6990	4.4454
A8NS89	137653299	3.4949	3.8430
A8NS89	137655730	4.0969	4.5356
A8NS89	137657210	4.2218	4.6436
A9JQL9	5274428	6.4437	6.3933
A9JQL9	44185318	6.0915	6.2087
A9JQL9	56947056	9.0000	8.4258
A9JQL9	57336498	6.3468	6.2076
A9JQL9	71179644	5.2848	5.2475
A9JQL9	72199697	7.3979	6.3475
A9JQL9	72200935	6.6021	6.4681
A9JQL9	75059312	8.8239	8.2483
A9JQL9	91929402	8.3010	7.9734
A9JQL9	91934183	8.3010	8.0329
A9JQL9	91935110	7.5229	6.9687
A9JQL9	91935111	7.1549	6.6898
A9JQL9	91935112	6.6576	6.5417
A9JQL9	91935113	6.4949	6.8820
A9JQL9	91935115	6.0410	6.1983
A9JQL9	91935119	6.0177	6.2021
A9JQL9	91935121	5.3872	5.8374
A9JQL9	91935122	5.2757	6.3702
A9JQL9	91935123	5.2441	5.6459
A9JQL9	145967922	4.8038	5.4292
A9JQL9	145969300	5.1040	5.5826
A9JQL9	145969999	5.8996	6.0813
A9JQL9	145970212	5.0794	5.4053
A9JQL9	145987262	5.1618	5.6688
A9JQL9	145987264	4.7029	5.1176
B1JRQ0	44450124	5.2218	5.6912
B1JRQ0	121493780	6.3010	6.2581
B2RXH2	3885	5.4498	5.5297
B2RXH2	10365	3.0391	4.2185
B2RXH2	34359	5.7033	5.5002
B7UJP3	20532313	5.1739	4.8842
B7UJP3	23272823	4.9830	5.1102
B7UJP3	76685170	5.2518	5.4030
C7C422	124326	5.2916	5.4577
C7C422	521298	3.7302	4.0722
C7C422	101806257	5.2495	5.6196
C7C422	130427303	4.2599	4.6843
D0VWV4	11388558	6.4855	6.4745
D0VWV4	118734988	7.9586	7.7076
H9TB17	4055	5.1409	5.1536
H9TB17	555696	3.7959	4.2270
H9TB17	10080899	4.3188	4.6646
H9TB17	13428542	3.3546	3.5430
H9TB17	69001978	3.8539	3.8416
H9TB17	88655097	3.5969	3.7111
H9TB17	118986866	3.7959	3.9908
H9TB17	118986867	4.1421	4.3482
O00089	91931600	3.0000	3.1531
O00142	5282192	4.9830	5.3731
O00142	6477686	6.3010	6.3651
O00142	46197457	6.6757	6.6907
O00142	46885197	6.8239	6.4485
O00222	2207	6.3979	6.3010
O00222	104766	4.3468	4.5566
O00222	213056	4.9208	5.0261
O00222	10058694	5.1367	5.0852
O00222	44322701	5.7696	5.6545
O00222	44322840	4.8239	5.1794
O00255	71561460	4.9355	5.2797
O00255	71561461	6.9101	6.1719
O00255	71561581	3.8447	4.7684
O00255	71562332	5.6635	5.8972
O00255	71562438	6.8665	6.8728
O00255	71562540	8.1612	7.0346
O00255	71562542	6.7055	5.9827
O00255	71562653	5.4789	6.7686
O00255	71562654	6.2321	6.0553
O00255	71562655	5.7352	5.8689
O00255	71562785	5.4976	5.6524
O00255	71562786	7.2518	6.8137
O00255	71562787	7.5686	6.5336
O00255	71562903	7.1739	6.5977
O00255	71562904	5.7799	6.5052
O00255	71562905	6.0645	6.1546
O00255	71563032	6.2604	6.1144
O00255	71563033	6.4789	6.0220
O00255	71563151	7.5229	7.1631
O00255	71563152	6.1397	6.0393
O00255	71563153	5.8761	5.7681
O00255	71563283	4.8539	5.9056
O00255	71563285	7.5528	7.0803
O00255	71716131	6.5072	6.3270
O00255	71716759	7.1487	6.3856
O00255	71717364	4.5935	5.2375
O00255	71717365	5.5452	5.7219
O00255	71719785	4.3788	4.9298
O00255	71719786	7.6198	7.0897
O00255	71777742	7.2366	7.6310
O00255	132090536	7.9586	7.4504
O00255	132090541	9.0000	8.1347
O00255	132104133	6.0177	6.4854
O00255	132104137	7.9208	7.2535
O00255	132104363	8.6990	8.1365
O00255	132104373	7.6778	7.7780
O00255	132104378	8.1549	8.2568
O00255	132104382	8.6198	8.2550
O00255	132104444	5.7696	6.3808
O00255	132104733	6.4425	6.8531
O00255	132104735	8.5686	8.1698
O00255	132104737	8.7696	8.1360
O00255	132104738	8.1549	8.0364
O00255	132523755	7.0969	6.6465
O00255	138618490	8.3372	8.2402
O00255	138618502	5.6716	6.7695
O00255	138618542	8.3372	7.9269
O00255	138618570	8.2518	8.0359
O00255	138618588	7.6576	7.3242
O00255	146512357	8.0706	7.7718
O00255	155529345	5.9586	6.6343
O00255	155536984	5.2147	6.0038
O00255	155558606	7.4949	7.6567
O00255	155562826	5.2596	6.3449
O00311	25164469	7.9208	7.5475
O00311	25164676	9.3000	8.7326
O00311	25166058	7.2495	6.8451
O00311	49830280	9.5000	9.0542
O00311	49830474	9.1000	8.7325
O00311	49843482	9.0458	8.7284
O00311	57392258	9.5528	9.0697
O00311	66887486	8.8539	8.4952
O00311	66888114	8.2596	8.0378
O00311	66888175	7.8861	7.7791
O00311	66888458	7.5686	7.4208
O00311	66888604	8.1135	8.1937
O00311	66888945	7.1739	6.8455
O00311	68737551	6.9586	7.4227
O00311	71527115	8.4949	8.2903
O00311	71527116	8.7696	8.4828
O00311	75297693	8.7825	8.6769
O00311	75297694	7.4559	7.3994
O00311	75297696	7.6990	7.6419
O00311	75297697	8.4685	8.4823
O00311	75297708	7.8861	8.2522
O00311	75297709	9.1249	8.6792
O00311	75297712	6.1938	6.7773
O00311	75297713	9.3686	9.1698
O00311	75297716	6.6162	6.8152
O00311	75297717	8.6478	8.7043
O00311	77546630	7.3372	7.6867
O00311	77546712	6.3872	6.5543
O00311	77546747	6.0000	6.7902
O00311	77546757	8.2007	8.3163
O00311	77546892	7.4685	7.1384
O00311	77546911	8.7212	8.6151
O00311	77546983	7.8239	7.9130
O00311	77547022	6.3665	6.7655
O00311	77547144	6.7447	7.3651
O00311	77547149	6.0088	6.5670
O00311	77547197	6.3010	6.5657
O00311	77547250	8.7825	8.5627
O00311	77547344	7.1675	7.6170
O00311	77547425	6.9208	7.0302
O00311	77584936	6.6576	6.7657
O00311	77585239	6.9208	7.4019
O00311	77585248	9.3010	8.7358
O00311	77585717	7.4318	7.6913
O00311	77585734	7.2840	7.6212
O00311	77585783	7.4202	7.5874
O00311	77585872	7.0910	6.9380
O00311	77586169	7.3872	7.4774
O00311	77586219	6.7447	7.0057
O00311	77586333	6.4559	6.8189
O00311	77586445	6.8539	7.4043
O00311	77586515	7.6990	7.8372
O00311	77586731	8.0862	7.7697
O00311	77586772	8.9586	8.3094
O00311	77586922	7.1871	7.4124
O00311	77587075	6.1669	6.6768
O00311	121225849	7.2815	7.0616
O00311	121225850	7.8962	7.5524
O00311	121225852	7.2549	7.8493
O00311	121225853	8.1135	8.1362
O00311	121225854	7.8239	7.4780
O00311	121225856	6.8962	6.7227
O00311	121225857	9.2211	8.5858
O00311	121225859	6.6402	7.0368
O00311	121225861	7.5229	7.5125
O00311	121225863	7.1675	7.1951
O00311	121225864	6.2441	6.8482
O00311	121225867	6.7167	6.6623
O00329	9908783	7.6990	7.6377
O00329	11418892	5.5376	6.3701
O00329	11574816	8.3010	8.5645
O00329	11677284	8.3098	8.2923
O00329	23585510	6.1308	6.1836
O00329	23642173	8.3979	8.2099
O00329	24802592	7.3979	7.6386
O00329	24968746	8.1549	8.1704
O00329	24968747	8.2218	8.4378
O00329	25096031	7.0711	7.8591
O00329	44124863	9.0969	8.6028
O00329	44466962	8.0000	7.8452
O00329	46861590	8.5229	7.8855
O00329	46866705	9.9136	9.2395
O00329	46892971	7.9586	7.5752
O00329	49783923	10.1000	9.1827
O00329	49784893	6.8861	7.4358
O00329	49784988	7.6021	7.5788
O00329	49785078	6.4437	6.9596
O00329	49785079	6.4559	6.9804
O00329	49785083	7.7447	7.7143
O00329	49785167	6.0915	6.7601
O00329	49785253	7.2518	6.9397
O00329	49785436	8.6990	8.5723
O00329	49785518	8.2218	8.0508
O00329	49785828	7.5686	7.5262
O00329	49785829	5.3010	6.2742
O00329	49787183	9.6383	8.9709
O00329	49831132	8.3010	8.5817
O00329	49831209	8.9586	8.2395
O00329	49868760	6.4433	7.2162
O00329	49868761	6.3270	7.6608
O00329	49868762	7.2434	7.8916
O00329	49868763	7.4815	8.1283
O00329	49868764	6.1813	7.1449
O00329	49868765	6.7359	6.9189
O00329	49868893	4.6685	6.4238
O00329	49868894	5.0126	5.9351
O00329	49868895	7.0958	7.7161
O00329	49868896	7.8996	8.6206
O00329	49868897	7.9666	8.4226
O00329	49869026	6.9830	7.7839
O00329	49869028	4.7025	6.1592
O00329	49870404	5.2018	6.4562
O00329	49870405	6.0956	6.9732
O00329	49870536	5.1993	7.2948
O00329	49870662	7.2774	8.0903
O00329	49870664	8.0862	7.7811
O00329	49870788	7.3726	7.8768
O00329	49870789	6.6383	7.7508
O00329	49870791	7.1959	7.8694
O00329	49870793	7.0506	8.0512
O00329	50938829	6.3478	7.0348
O00329	50939078	7.9586	7.7260
O00329	50939080	8.5229	8.3878
O00329	50939081	8.0000	7.6969
O00329	50939212	7.0969	7.1818
O00329	50939338	8.1549	7.8493
O00329	50990924	8.9208	8.3019
O00329	50997499	7.5575	7.7850
O00329	51001932	9.1107	8.9879
O00329	51355622	5.1367	6.2080
O00329	53482462	9.6990	9.0402
O00329	56644424	9.3325	8.6765
O00329	56645254	9.2381	8.7952
O00329	56832510	9.2147	9.1681
O00329	57466811	6.3279	6.8176
O00329	58203724	9.0362	8.8766
O00329	58204529	8.7077	8.8654
O00329	58204675	9.4089	8.9138
O00329	58204681	7.6180	7.8969
O00329	58204829	7.9469	8.0092
O00329	58205016	8.6021	8.3283
O00329	59548177	7.7212	7.5370
O00329	59548220	7.2007	7.2498
O00329	59548226	6.9586	7.0584
O00329	59548232	5.2441	6.0537
O00329	59548250	6.6198	6.7652
O00329	59548256	7.2924	7.2486
O00329	59548263	6.5086	6.8238
O00329	59548283	7.2076	7.2576
O00329	59548284	7.5229	7.7237
O00329	59548302	7.6990	7.4984
O00329	59548320	7.3010	7.5003
O00329	59548341	7.0362	7.0463
O00329	59548349	8.5229	8.5092
O00329	59548356	8.5229	8.3673
O00329	59548371	8.1549	7.6590
O00329	59548383	7.1549	7.2107
O00329	59548402	6.8861	7.0058
O00329	59548403	6.5229	6.5870
O00329	59548407	8.2147	8.1208
O00329	59548419	8.9586	8.5818
O00329	59548424	8.3979	8.4168
O00329	59548453	7.8239	7.6783
O00329	59548454	6.4318	7.0253
O00329	59548460	7.4089	7.2553
O00329	59548462	9.0000	8.6842
O00329	59605264	8.6990	8.5851
O00329	59605730	9.0969	8.4863
O00329	59606002	8.2596	8.3157
O00329	59606100	8.7447	8.5792
O00329	59606123	7.8861	8.0331
O00329	59606148	8.5086	8.5843
O00329	60155086	5.2218	6.1223
O00329	60155265	8.0000	7.7795
O00329	60155268	7.7959	7.8816
O00329	60155451	8.2218	8.2146
O00329	60155452	8.5229	8.4127
O00329	60155538	7.6778	8.0962
O00329	60155539	7.8861	7.8577
O00329	66558414	8.9208	8.6965
O00329	66788835	9.2218	8.5759
O00329	67050788	8.9788	8.3223
O00329	67094257	6.2007	6.6352
O00329	67094333	6.0506	6.8635
O00329	67285457	6.8125	7.0345
O00329	68312817	8.6198	8.5852
O00329	68312934	8.5528	8.6318
O00329	68313105	9.3188	8.6430
O00329	68313143	9.0915	8.8088
O00329	68313151	8.7212	8.6702
O00329	70684690	7.1308	7.1450
O00329	70686829	7.7212	7.7564
O00329	70688908	6.6778	6.6289
O00329	70690994	6.5850	6.3482
O00329	70693129	7.2147	7.1359
O00329	70694723	8.0969	8.3031
O00329	70695188	7.1024	7.1576
O00329	71453419	8.5229	7.9881
O00329	71454238	8.9208	8.5650
O00329	71456120	8.5229	8.3298
O00329	71819134	8.6383	8.4488
O00329	71819543	9.2291	8.6881
O00329	71819544	9.0458	8.5997
O00329	71819545	9.0555	8.7165
O00329	72163952	6.3098	6.6316
O00329	118728819	5.7212	6.5920
O00329	118728820	5.7959	6.7334
O00329	118728826	5.4815	6.5763
O00329	124173703	7.6861	7.6936
O00329	124173705	7.4769	7.4938
O00329	124173719	7.3630	7.4164
O00329	124173721	6.6144	6.9411
O00329	134248984	7.3979	7.2139
O00329	134249145	5.1079	6.0413
O00337	6029	5.2840	5.2889
O00408	4977	9.2218	8.4031
O00408	127779	3.9136	4.6460
O00408	158961	9.1549	8.3763
O00408	158962	9.2218	8.4282
O00408	220780	4.6498	4.5659
O00408	5272235	4.6198	5.5334
O00408	6427033	4.4089	3.9367
O00408	6440175	4.4318	5.3459
O00408	11335405	4.7447	4.9533
O00408	50915291	6.0458	6.2859
O00408	50915469	7.4685	7.5084
O00408	50916130	6.9586	7.2651
O00408	50917229	6.6990	7.3406
O00408	50917233	7.2076	7.4679
O00408	58392553	8.6778	7.9887
O00408	66848807	7.1367	7.4241
O00408	66884547	7.3279	7.1843
O00408	84689375	7.4225	7.1105
O00408	101480597	8.0757	7.2590
O00408	118196136	8.7447	8.2835
O00408	118196187	9.4685	8.7869
O00408	118196196	7.5086	7.2244
O00408	118201417	7.7447	7.5530
O00408	118201808	6.9393	6.4933
O00408	121361675	6.4828	6.6765
O00408	122539012	8.1549	7.7004
O00408	122539028	7.2823	7.1587
O00408	122539185	7.4401	7.3968
O00408	122539188	5.9884	6.0797
O00408	122549956	7.4112	7.0741
O00408	122549957	7.2336	6.9176
O00408	122549958	8.4949	7.7548
O00408	122549966	7.6799	7.2503
O00408	122549978	6.8794	6.5646
O00408	122549979	6.9508	6.9881
O00408	122549981	7.2534	6.7433
O00408	122549982	7.1146	7.4256
O00408	124159524	6.6861	6.9505
O00408	124159529	6.9393	7.2691
O00408	124159530	6.1662	6.7532
O00408	124159541	6.2984	6.8195
O00408	124159544	6.7721	7.4347
O00408	131801460	7.8539	7.8542
O00408	131801461	6.5024	6.7361
O00408	134587655	7.2924	7.0566
O00408	134587658	6.8539	7.1135
O00408	134587660	6.1925	6.2402
O00408	134587662	6.7595	7.0059
O00408	134587663	7.7959	7.8805
O00408	134587668	6.3675	6.6011
O00408	134587669	6.3665	6.9921
O00408	134587670	5.6308	5.9431
O00408	134587671	7.1739	7.2910
O00408	134587672	8.4145	7.7055
O00408	134587679	7.4260	7.4391
O00408	134587703	8.3098	8.0612
O00408	134587711	7.1871	7.0054
O00408	134587718	5.5784	6.4060
O00408	134587721	7.1192	7.3904
O00408	134587722	7.5376	7.6044
O00408	134587728	7.4559	7.7037
O00408	134587729	8.2147	7.6447
O00408	134587730	7.4949	7.4033
O00408	134587736	8.4202	8.1241
O00408	134587739	6.3354	6.7848
O00408	134587751	6.5867	7.1607
O00408	134597089	5.8771	6.5551
O00408	134597091	6.2472	6.4714
O00408	134597092	5.6859	6.1835
O00408	134597093	6.4724	6.9469
O00408	134597094	6.2366	6.6058
O00408	137157959	7.5686	7.4591
O00408	137157960	5.6271	6.2121
O00408	137157983	6.4895	7.2524
O00408	137157995	6.5331	6.7939
O00408	137158005	8.7696	8.3022
O00408	137158023	7.5686	8.0010
O00408	137286847	6.7747	6.9609
O00408	137305663	8.9586	8.5110
O00408	137305672	8.8861	8.7028
O00408	137305682	9.0362	8.2868
O00408	137305689	8.5850	8.6728
O00408	138374980	7.9586	7.7976
O00408	138374982	6.4660	7.0674
O00408	138374983	7.2291	7.1178
O00408	138374984	7.3010	7.5678
O00408	138374985	7.3665	7.1765
O00408	138374988	6.9747	7.2760
O00408	138374989	8.0809	7.6304
O00408	138374990	7.9208	7.6002
O00408	138374991	6.4219	7.2640
O00408	138374992	7.7825	7.3968
O00408	138374993	7.6882	7.3194
O00408	138374996	7.4089	7.7219
O00408	138374997	8.1549	7.8179
O00408	138374999	6.0099	7.1555
O00408	138375000	7.1487	7.4297
O00408	138375001	8.6778	8.0953
O00408	138375003	7.3565	7.3803
O00408	138375004	8.2480	7.6928
O00408	138375005	8.3716	8.0559
O00408	138375007	8.6383	7.9187
O00408	138375008	8.2757	7.8733
O00408	138375009	8.0000	7.6660
O00408	138375010	7.5528	7.5691
O00408	138375011	8.0362	7.8872
O00408	138375013	8.2518	7.8294
O00408	138375014	8.6383	8.2145
O00408	138375016	8.2480	7.7767
O00408	138375017	7.7217	8.0128
O00408	138375018	7.7100	7.3053
O00408	138375019	7.3098	7.4172
O00408	138375021	6.6840	6.9328
O00408	138375023	8.7607	8.5312
O00408	138375024	9.7459	8.9470
O00408	138375025	8.4983	7.8652
O00408	138375026	8.4336	8.2174
O00408	138375027	8.6153	8.5522
O00408	138375028	8.8153	8.3223
O00408	138375029	9.1972	8.8440
O00408	138375030	9.8401	9.0311
O00408	138375031	10.1135	9.1828
O00408	138375033	7.7464	7.6468
O00408	138375034	9.3372	8.3001
O00408	138375037	9.5768	8.9712
O00408	138375039	8.3556	7.8413
O00408	138375040	9.5768	8.9940
O00408	138375041	9.6882	8.7929
O00408	138375042	9.0942	8.4440
O00408	138375044	8.2933	8.0762
O00408	138375046	8.3856	7.8388
O00408	138375047	8.8356	8.3021
O00408	138375049	10.0044	9.1236
O00408	138375050	9.6536	8.9834
O00408	138375051	9.5607	8.8612
O00408	138375053	8.8055	8.1325
O00408	138375054	9.2557	8.2656
O00408	138375055	9.2798	8.4648
O00408	138375056	8.7021	8.3467
O00408	138375057	9.6108	8.9552
O00408	138375058	9.4901	8.7524
O00408	138375061	9.5017	8.8872
O00408	138375062	8.8083	8.2679
O00408	138375063	9.4377	8.9329
O00408	138375065	8.4202	7.7921
O00408	138375066	9.3010	9.0141
O00408	138375067	7.9208	7.5237
O00408	138375068	9.0506	9.0172
O00408	138375069	8.6383	8.4025
O00408	138375073	8.9935	8.5509
O00408	138375076	8.4089	8.0477
O00408	138375078	8.8111	8.6164
O00408	138375081	9.2013	8.9902
O00408	138375082	9.7167	9.0822
O00408	138375085	9.4559	8.7289
O00408	138375087	9.3979	8.8046
O00408	138375088	8.7607	8.3360
O00408	138375089	8.0383	7.7550
O00408	138375090	9.2411	8.5014
O00408	138375091	9.2073	9.0553
O00408	138375092	9.4868	8.8763
O00408	138375094	9.6990	9.0229
O00408	138375095	7.9983	8.0569
O00408	138375096	9.4795	8.9703
O00408	138375098	9.2534	8.5953
O00408	138375099	10.0410	9.1328
O00408	138375100	9.7375	9.1256
O00408	138375101	9.0353	8.6019
O00408	138375102	9.7959	8.7483
O00408	138375103	9.3872	9.0811
O00408	138375104	9.6576	9.0535
O00408	138375105	8.0809	7.8091
O00408	138375107	7.8861	7.8231
O00408	138375108	7.7447	7.7322
O00408	138375110	8.8539	8.1150
O00408	138375111	8.4685	7.8830
O00408	138375112	8.2366	7.9372
O00408	138375113	8.0969	7.6927
O00408	138375116	6.3893	6.9657
O00408	138375118	7.5686	7.5052
O00408	138375119	7.1367	7.5762
O00408	138375120	7.2097	7.2838
O00408	138375123	7.6021	7.5036
O00408	138375126	7.8861	7.4604
O00408	138375128	7.0706	7.5314
O00408	138375129	8.4089	8.1296
O00408	138375130	6.3215	6.4708
O00408	138375133	8.7959	8.0911
O00408	138375135	7.5207	7.2010
O00408	138375137	8.6576	7.6420
O00408	138375138	7.6946	7.1313
O00408	138375140	9.5850	8.9846
O00408	138375141	7.1565	7.0891
O00408	138375142	8.0000	7.9925
O00408	138375143	6.8649	7.1951
O00408	138375144	8.1367	7.9401
O00408	138375145	8.3279	7.9533
O00408	138375146	7.7696	7.4982
O00408	138375147	8.7447	7.9304
O00408	138375150	7.3372	7.5389
O00408	138375152	6.9527	6.8157
O00408	138375154	6.8698	7.0622
O00408	138375155	7.2668	7.6657
O00408	138375158	6.5207	6.2943
O00408	138375159	7.1127	7.0766
O00408	138375160	6.8085	6.8530
O00408	138375161	6.5646	6.7808
O00408	138375165	7.1665	7.2142
O00408	138375166	7.1543	7.1957
O00408	138375167	5.8642	6.3718
O00408	138375169	9.4377	8.4379
O00408	138375170	9.0458	8.2369
O00408	138375171	8.4928	8.0689
O00408	138375172	8.4828	8.0668
O00408	138375174	10.0969	8.9709
O00408	138375175	9.2041	8.7998
O00408	138375177	8.0070	7.6879
O00408	138375178	8.5505	8.0003
O00408	138403693	7.6990	7.8006
O00408	138403694	7.9031	7.8762
O00408	138403695	6.3947	6.4126
O00408	138403696	7.1024	7.1904
O00408	138403702	9.0458	8.3322
O00408	138403712	7.5607	7.4177
O00408	138403713	7.3768	7.0231
O00408	138403714	6.9119	6.7522
O00408	138403716	6.9914	6.8733
O00408	138403718	7.5809	7.3037
O00408	138403719	7.0041	6.9883
O00408	138403721	6.5058	6.9609
O00408	138403829	8.1549	7.9449
O00408	138403830	7.6872	7.4767
O00408	138403832	8.0915	8.3561
O00408	138403935	9.2840	8.3424
O00408	139267933	7.6198	7.3103
O00408	139267934	9.3468	8.6674
O00408	139267937	7.4815	7.4819
O00408	139267939	6.4763	7.1119
O00408	139267940	7.7959	7.4956
O00408	139267941	8.2218	8.1870
O00408	139267942	7.7959	7.8152
O00408	139267946	8.4559	8.1341
O00408	139267947	7.1739	7.2430
O00408	139267948	6.0376	6.5890
O00408	139267949	6.5031	6.9849
O00408	139267950	7.0915	7.3213
O00408	139267952	7.0088	7.5305
O00408	139267957	6.9830	7.4370
O00408	139267960	8.3098	8.0484
O00408	139267961	8.6576	8.2176
O00408	139267962	7.8239	7.6327
O00408	139267964	6.1831	6.8804
O00408	139267967	6.9355	7.3539
O00408	139267970	8.0555	7.8897
