PDB	Labels	Predictions
3ary	I5I	6.00	5.43
3b1m	KRC	8.48	6.78
3b27	B2T	5.16	6.40
3b5r	B5R	8.77	8.78
3b65	3B6	9.27	8.55
3b68	B68	8.40	8.47
3bgz	VX3	6.26	5.40
3coy	53H	6.02	7.38
3coz	54H	5.57	7.00
3d4z	GIM	4.89	7.02
3d6q	U3S	3.76	4.16
3dd0	EZL	9.00	8.27
3dx1	YHO	3.58	4.86
3dx2	MZB	6.82	5.09
3dxg	U5P	2.40	4.48
3e5a	VX6	8.23	8.07
3e92	G6A	8.00	8.00
3e93	19B	8.85	8.30
3ebp	CPB	5.91	5.79
3ehy	TBL	5.85	7.79
3ejr	HN4	8.57	7.27
3f3c	PFF	6.02	3.68
3fcq	M3S	2.77	4.06
3fur	Z12	8.00	6.92
3fv1	DYH	9.30	7.93
3fv2	NDZ	8.11	7.62
3g0w	LGB	9.52	8.89
3g2n	OAK	4.09	4.44
3g2z	GZ2	2.36	3.80
3g31	GF1	2.89	3.72
3gbb	MS8	6.90	7.64
3gc5	2MQ	7.26	6.68
3ge7	AFQ	8.70	7.64
3gr2	GF4	2.52	3.13
3gv9	GV9	2.12	2.88
3gy4	PBZ	5.10	3.33
3ivg	FG5	4.30	5.62
3jvr	AGX	5.72	6.44
3jvs	AGY	6.54	7.49
3jya	LWG	6.89	5.74
3k5v	STJ	6.30	7.07
3kgp	4AZ	2.57	2.69
3kr8	XAV	8.10	7.19
3kwa	SPM	4.08	4.36
3l7b	DKZ	2.40	4.32
3lka	M4S	2.82	6.46
3mss	MS7	4.66	5.10
3myg	EML	10.70	7.94
3n76	CA2	6.85	5.62
3n7a	FA1	3.70	5.15
3n86	RJP	5.64	5.71
3nq9	OCA	4.03	4.70
3nw9	637	9.00	8.00
3nx7	NHK	8.10	8.26
3o9i	A61	11.82	10.15
3oe4	610	7.47	7.28
3oe5	611	6.88	6.19
3ozs	OZS	5.33	6.13
3ozt	OZZ	4.13	5.76
3p5o	EAM	7.26	7.08
3prs	RIT	7.82	6.81
3pww	ROC	7.32	5.94
3pxf	2AN	4.43	4.47
3pyy	3YY	6.86	6.84
3qgy	L7O	7.80	8.33
3qqs	17C	5.82	5.31
3r88	14F	4.82	4.69
3rlr	3RR	7.52	7.47
3rr4	HRD	4.55	6.68
3rsx	RSV	4.41	4.09
3ryj	RYJ	7.80	7.79
3syr	GPK	5.10	4.54
3tsk	QEG	7.17	8.27
3twp	SAL	3.92	3.87
3u5j	08H	5.61	6.59
3u8k	09P	8.66	6.36
3u8n	09S	10.17	7.02
3u9q	DKA	4.38	3.67
3udh	091	2.85	3.11
3ueu	DAO	5.24	5.37
3uev	MYR	5.89	5.65
3uew	PLM	6.31	5.89
3uex	STE	6.92	6.09
3ui7	C1L	9.00	8.01
3uo4	0C0	6.52	7.84
3up2	0C8	7.40	7.96
3utu	1TS	10.92	8.73
3uuo	0CV	7.96	7.92
3wtj	TH4	6.53	7.06
3wz8	IXV	5.82	5.51
3zdg	XRX	7.10	4.66
3zso	O2N	5.12	4.12
3zsx	N44	3.28	4.20
3zt2	ZT2	2.84	2.82
4abg	91B	3.57	4.50
4agn	NXG	3.97	4.34
4agp	P51	4.69	5.46
4agq	P96	5.01	5.27
4bkt	QD0	3.62	4.24
4cig	X0P	3.67	3.81
4ciw	XH2	4.82	5.17
4cr9	OTW	4.10	4.27
4cra	XJ8	7.22	8.15
4crc	OTM	8.72	8.17
4ddh	MS0	3.30	2.91
4ddk	0HN	2.29	2.80
4de1	0J6	5.96	4.84
4de2	DN3	4.12	4.81
4de3	DN8	5.52	4.34
4djv	0KM	6.72	6.67
4dld	TZG	5.82	6.44
4dli	IRG	5.62	6.67
4e5w	0NT	7.66	8.50
4e6q	0NV	8.36	6.06
4ea2	RWZ	6.44	6.25
4eky	D1J	3.52	5.30
4eor	4SP	6.30	6.84
4f09	JAK	6.70	6.86
4f9w	LM4	6.94	7.44
4gfm	0X2	7.22	7.11
4gid	0GH	10.77	7.90
4gkm	683	5.17	5.33
4gr0	R4B	9.55	8.68
4hge	15V	7.92	7.49
4ivb	1J5	8.72	8.61
4ivc	1J6	10.00	8.62
4ivd	15T	9.52	8.60
4j21	AJ6	7.41	7.51
4j28	EAT	5.70	7.00
4j3l	AJ5	7.80	7.65
4jfs	16Z	5.27	5.65
4jia	1K3	9.22	5.83
4jsz	FB2	2.30	5.94
4jxs	18U	4.74	4.69
4k18	1OB	8.96	7.26
4k77	1Q4	6.63	7.38
4kz6	ZB6	3.10	5.21
4kzq	DFL	6.10	5.67
4kzu	A73	6.50	6.67
4llx	5ZE	2.89	3.80
4lzs	L46	4.80	4.22
4m0y	M0Y	6.46	6.52
4m0z	M0Z	5.19	7.09
4mgd	27N	4.69	7.12
4mme	29Q	6.50	6.31
4ogj	2TA	6.79	6.67
4owm	3F0	2.96	4.25
4pcs	2M7	7.85	6.62
4qac	KK3	9.40	8.43
4qd6	30T	8.64	8.05
4rfm	3P6	10.05	8.68
4tmn	0PK	10.17	5.55
4twp	AXI	10.00	7.70
4ty7	39F	9.52	8.28
4u4s	3C1	2.92	6.23
4w9c	3JG	4.65	4.75
4wiv	3P2	6.26	7.47
4x6p	3YU	8.30	8.82
5a7b	KMN	3.57	5.95
5aba	UL7	2.98	4.22
5dwr	5H7	11.22	8.26
5tmn	0PJ	8.04	5.18
