PDB	Labels	Predictions
3e92	G6A	8.00	7.91
3e93	19B	8.85	7.90
3ebp	CPB	5.91	5.86
3ehy	TBL	5.85	7.65
3ejr	HN4	8.57	7.88
3f3c	PFF	6.02	4.30
3fcq	M3S	2.77	4.46
3fur	Z12	8.00	6.88
3fv1	DYH	9.30	8.77
3fv2	NDZ	8.11	8.24
3g0w	LGB	9.52	8.38
3g2n	OAK	4.09	4.67
3g2z	GZ2	2.36	3.34
3g31	GF1	2.89	4.34
3gbb	MS8	6.90	8.04
3gc5	2MQ	7.26	6.64
3ge7	AFQ	8.70	7.56
3gr2	GF4	2.52	2.94
3gv9	GV9	2.12	3.42
3gy4	PBZ	5.10	4.28
3ivg	FG5	4.30	5.53
3jvr	AGX	5.72	5.81
3jvs	AGY	6.54	7.42
3jya	LWG	6.89	6.46
3k5v	STJ	6.30	5.76
3kgp	4AZ	2.57	3.13
3kr8	XAV	8.10	6.88
3kwa	SPM	4.08	6.92
3l7b	DKZ	2.40	4.43
3lka	M4S	2.82	7.06
3mss	MS7	4.66	4.88
3myg	EML	10.70	8.36
3n76	CA2	6.85	6.14
3n7a	FA1	3.70	3.27
3n86	RJP	5.64	5.24
3nq9	OCA	4.03	5.63
3nw9	637	9.00	7.47
3nx7	NHK	8.10	7.45
3o9i	A61	11.82	11.56
3oe4	610	7.47	5.78
3oe5	611	6.88	5.67
3ozs	OZS	5.33	5.58
3ozt	OZZ	4.13	5.59
3p5o	EAM	7.26	7.27
3prs	RIT	7.82	6.89
3pww	ROC	7.32	7.14
3pxf	2AN	4.43	5.56
3pyy	3YY	6.86	7.24
3qgy	L7O	7.80	8.10
3qqs	17C	5.82	4.98
3r88	14F	4.82	4.16
3rlr	3RR	7.52	8.84
3rr4	HRD	4.55	6.51
3rsx	RSV	4.41	4.24
3ryj	RYJ	7.80	7.49
3syr	GPK	5.10	5.51
3tsk	QEG	7.17	8.50
3twp	SAL	3.92	4.70
3u5j	08H	5.61	6.95
3u8k	09P	8.66	5.93
3u8n	09S	10.17	6.92
3u9q	DKA	4.38	5.55
3udh	091	2.85	4.13
3ueu	DAO	5.24	6.29
3uev	MYR	5.89	6.49
3uew	PLM	6.31	6.61
3uex	STE	6.92	6.69
3ui7	C1L	9.00	8.14
3uo4	0C0	6.52	7.95
3up2	0C8	7.40	7.43
3utu	1TS	10.92	8.07
3uuo	0CV	7.96	7.96
3wtj	TH4	6.53	7.55
3wz8	IXV	5.82	6.56
3zdg	XRX	7.10	4.30
3zso	O2N	5.12	4.61
3zsx	N44	3.28	4.37
3zt2	ZT2	2.84	2.85
4abg	91B	3.57	3.68
4agn	NXG	3.97	4.39
4agp	P51	4.69	5.31
4agq	P96	5.01	5.48
4bkt	QD0	3.62	4.18
4cig	X0P	3.67	5.00
4ciw	XH2	4.82	4.85
4cr9	OTW	4.10	4.31
4cra	XJ8	7.22	8.09
4crc	OTM	8.72	8.66
4ddh	MS0	3.30	3.24
4ddk	0HN	2.29	2.83
4de1	0J6	5.96	5.40
4de2	DN3	4.12	5.85
4de3	DN8	5.52	5.61
4djv	0KM	6.72	7.05
4dld	TZG	5.82	6.69
4dli	IRG	5.62	6.84
4e5w	0NT	7.66	8.69
4e6q	0NV	8.36	7.13
4ea2	RWZ	6.44	6.21
4eky	D1J	3.52	4.80
4eor	4SP	6.30	6.63
4f09	JAK	6.70	7.02
4f9w	LM4	6.94	7.98
4gfm	0X2	7.22	8.04
4gid	0GH	10.77	7.96
4gkm	683	5.17	5.26
4gr0	R4B	9.55	8.41
4hge	15V	7.92	7.16
4ivb	1J5	8.72	8.93
4ivc	1J6	10.00	9.07
4ivd	15T	9.52	9.14
4j21	AJ6	7.41	7.26
4j28	EAT	5.70	5.65
4j3l	AJ5	7.80	7.80
4jfs	16Z	5.27	5.77
4jia	1K3	9.22	7.76
4jsz	FB2	2.30	6.04
4jxs	18U	4.74	4.95
4k18	1OB	8.96	8.11
4k77	1Q4	6.63	7.57
4kz6	ZB6	3.10	3.93
4kzq	DFL	6.10	5.55
4kzu	A73	6.50	6.74
4llx	5ZE	2.89	3.89
4lzs	L46	4.80	4.33
4m0y	M0Y	6.46	7.20
4m0z	M0Z	5.19	7.44
4mgd	27N	4.69	6.57
4mme	29Q	6.50	4.80
4ogj	2TA	6.79	7.35
4owm	3F0	2.96	4.82
4pcs	2M7	7.85	6.69
4qac	KK3	9.40	7.89
4qd6	30T	8.64	7.82
4rfm	3P6	10.05	8.29
4tmn	0PK	10.17	6.73
4twp	AXI	10.00	7.85
4ty7	39F	9.52	8.48
4u4s	3C1	2.92	5.97
4w9c	3JG	4.65	5.00
4wiv	3P2	6.26	7.55
4x6p	3YU	8.30	9.22
5a7b	KMN	3.57	6.55
5aba	UL7	2.98	4.73
5dwr	5H7	11.22	10.02
5tmn	0PJ	8.04	6.16
